#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,Spent time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Description
52196,Base Distribution,Task,"",Resolved,Should have,Page template/layout selection,Mattias Nilsson,Mattias Nilsson,2013-10-03 13:36,Global User Interface,1.0 beta 1,2013-09-23,"","",0.00,100,2013-09-23 12:18,"","",1357600,"","Following a brief discussion about template/layout selection during the node structure meeting, it would be good to decide how we want to tackle this issue in Neos.

Possible discussions:

    Should we provide default functionality in TYPO3.Neos or have a proof-of-concept in the demo package?
    Should we use configuration in Settings.yaml, node type configuration or meta data from the file system for configuration of templates/layouts?
    Should we provide a custom editor for the selection of image enriched values?
    How much of this is necessary for Neos 1.0?

Conclusion:

We concluded to continue with the current direction and implement a proof-of-concept. The implementation should go into TYPO3.Neos, but it should be possible to exclude this feature if not needed. The definition of available layouts should be defined by setting them in the TYPO3.Neos:Page node type configuration. The actual rendering should then use TypoScript to change the template or use a specific TypoScript object, this would be up to the implementor. We will need a slide operator to be able to get the nearest set parent value. The enriched editor is not necessary for the first part and should be a more generic selector editor with image thumbnails. A basic implementation should go into Neos 1.0."
52330,Base Distribution,Task,Story #45434: As a content editor I want to be able to edit normal content,Closed,Should have,Headers should support basic text formatting,Thomas Allmer,"",2014-11-02 12:21,Content Editing,1.0 beta 1,2013-09-27,"","",0.00,0,2013-09-27 07:48,"","",1364150,0.00,"I often find our clients using headlines like
mysuperStuff<sup>©<sup> or CO<sub>2</sub>

so sub, sup should be supported by headlines.

bold, italic and strikethrough might be also useful.

if possible make it configurable via the Site Package Settings."
52394,Base Distribution,Task,"",New,Should have,Pagetree: Editing page title on blur bug,Sebastian Hens,"",2013-09-30 11:35,"","",2013-09-30,"","",0.00,0,2013-09-30 11:35,"","",1367300,"","If you try to change the title of a page by double click the title at the pagetree and than clicking out of the focus of the input field it will not remove the input stuff until you reload the page.

Tested in Chrome Version 29.0.1547.76 and Firefox v24.0"
52393,Base Distribution,Task,"",New,Should have,Pagetree: Editing page title on blur bug,Sebastian Hens,"",2013-09-30 11:35,"","",2013-09-30,"","",0.00,0,2013-09-30 11:35,"","",1367250,"","If you try to change the title of a page by double click the title at the pagetree and than clicking out of the focus of the input field it will not remove the input stuff until you reload the page.

Tested in Chrome Version 29.0.1547.76 and Firefox v24.0"
52395,Base Distribution,Task,"",New,Could have,Sites module: Removing already imported sites,Sebastian Hens,"",2013-09-30 11:38,"","",2013-09-30,"","",0.00,0,2013-09-30 11:38,"","",1367350,"","Already imported sites should be removed from the ""Import Site"" dropdown."
52396,Base Distribution,Task,"",New,Could have,Sites module: Error message if name field is empty,Sebastian Hens,"",2013-09-30 11:41,"","",2013-09-30,"","",0.00,0,2013-09-30 11:41,"","",1367400,"",There should be an error message if someone have not entered a site name.
52397,Base Distribution,Task,"",New,Should have,Fmm: Headlines of groups should be better seperated,Sebastian Hens,"",2013-09-30 11:43,"","",2013-09-30,"","",0.00,0,2013-09-30 11:43,"","",1367450,"","The headline of a group at the floating main menu should be better seperated from a normal list item, right now the difference should be better displayed"
52398,Base Distribution,Task,"",New,Should have,Neos Backend dropdowns layout,Sebastian Hens,"",2013-09-30 11:46,"","",2013-09-30,"","",0.00,0,2013-09-30 11:46,"","",1367500,"","The height of the dropdown lists at the neos backend should be smaller, it looks way to large and should be as the same height as the input fields.
Maybe it makes sense to transform them into a ul-li list (with JS), so we could style them in a better way and we would have the same styling in all browsers."
52399,Base Distribution,Task,"",New,Should have,Fmm: Change the sites listing,Sebastian Hens,"",2013-09-30 12:11,"","",2013-09-30,"","",0.00,0,2013-09-30 12:11,"","",1367550,"","If you have a lot of sites at the same NEOS installation you have to scroll a lot to get your other settings. So it would make sense to change the list to a dropdown or add a ""change site"" button beside the active package and open a layer where the editor can choose one of the sites."
52400,Base Distribution,Task,"",New,Could have,Fmm: Open button action should be changed,Sebastian Hens,"",2013-09-30 12:18,"","",2013-09-30,"","",0.00,0,2013-09-30 12:18,"","",1367600,"",The open button of the floating main menu should not react on hover. It should be better if the menu just open on click.
52408,Base Distribution,Task,"",New,Should have,Neos Backend: Complete broken at IE9,Sebastian Hens,"",2013-09-30 14:28,"","",2013-09-30,"","",0.00,0,2013-09-30 14:28,"","",1368000,"","The backend doesn't loading complete at IE9, but I have no idea whats going on.
It seems that the files are all loading, but just the top panel is loading."
52433,Base Distribution,Task,Work Package #48275: TypoScript consistency,Resolved,Should have,"allow ""this"" in all TypoScript objects to reference other properties",Sebastian Kurfuerst,Sebastian Kurfuerst,2013-10-02 17:36,"","",2013-10-01,"","",0.00,100,2013-10-01 10:30,"","",1369250,"","
If a user writes complex Eel expressions, it might make sense to use
intermediate variables for that. With this change, the following
syntax is possible:

<pre>
myContent = MyTypoScriptObject {
  other = ${5*2}
  myProperty = ${'some complex expression: ' + this.other}
}
# myProperty now contains ""some complex expression: 10""

This is implemented for all TypoScript objects.
</pre>"
52492,Base Distribution,Task,Work Package #47023: Global user interface,Resolved,Should have,Page loader,Aske Ertmann,"",2014-02-27 10:36,Global User Interface,1.0 alpha 6,2013-10-03,"","",0.00,100,2013-10-03 03:36,"","",1372200,"","Instead of the current page loader that adds a white overlay layer with a spinner we want to have a more subtle loader. The loader is inspired by the loader in iOS7 safari and should behave like that one. This loader loads a little bit in the beginning, then proceeds slowly forwards and when the page is loaded it quickly fills out the remaining space. We need to see if we can see how far the AJAX request is and if that's not possible, we should have a default time that works for most cases and if it reaches the end it will start over.

The loader is only shown when loading a page and should disappear when the page is loaded"
52500,Base Distribution,Task,Work Package #49943: Security,Resolved,Must have,Editors must only be able to access their own workspaces,Andreas Förthner,"",2013-10-11 04:36,Content Editing,1.0 beta 1,2013-10-03,"","",0.00,100,2013-10-03 06:30,"","",1372600,"","Currently the node services allows any authenticated editor to access all nodes in all workspaces.

createNode of the NodeConverter has to get a runtime evaluation checking the workspace of the node."
52504,Base Distribution,Task,Work Package #49943: Security,Resolved,Should have,WorkspaceController: Only publish your own workspace,Andreas Förthner,"",2013-10-11 04:36,Content Management,1.0 beta 1,2013-10-03,"","",0.00,100,2013-10-03 08:23,"","",1372750,"",""
52505,Base Distribution,Task,Work Package #49943: Security,Resolved,Must have,UserSettingsController: check parameters of updateAction,Andreas Förthner,"",2013-10-11 04:36,Administration,1.0 beta 1,2013-10-03,"","",0.00,100,2013-10-03 09:44,"","",1372800,"",account and person have to match the currently authenticated ones.
52506,Base Distribution,Task,Work Package #49943: Security,Resolved,Should have,WorkspacesController: Remove workspace selection feature,Andreas Förthner,"",2013-10-11 04:36,Content Management,1.0 beta 1,2013-10-03,"","",0.00,100,2013-10-03 10:00,"","",1372850,"","As currently every user has only one workspace, we can pin him automatically to this workspace. The parameter in the index-, publishWorkspace- and discardWorkspaceAction should be ignored as long as we have no security checks for workspaces..."
52508,Base Distribution,Task,Work Package #49943: Security,Resolved,Must have,General restrictions for controller access,Andreas Förthner,"",2013-10-03 13:36,"",1.0 beta 1,2013-10-03,"","",0.00,100,2013-10-03 10:10,"","",1372950,"",""
52510,Base Distribution,Task,Work Package #49943: Security,Resolved,Should have,Check general purpose controllers,Andreas Förthner,Andreas Förthner,2013-10-04 04:32,"",1.0 beta 1,2013-10-03,"","",0.00,100,2013-10-03 10:14,"","",1373050,"",* widget controllers
52663,Base Distribution,Task,Work Package #45020: Content Editing Stability and Features,Closed,Should have,Image element has no height when added,Rens Admiraal,Rens Admiraal,2014-11-02 12:22,"","",2013-10-10,"","",0.00,100,2013-10-10 09:29,"","",1380650,0.00,When a image content element is added to the DOM it has no height so it can not be selected by mouse. After reload this is fixed.
52673,Base Distribution,Task,"",New,Should have,Allow setting multiple roles for the user,Rens Admiraal,Rens Admiraal,2013-10-10 17:05,"","",2013-10-10,"","",0.00,0,2013-10-10 17:05,"","",1381150,"","The current user interface of the user management module allows for changing the role using radio buttons, this should allow for setting multiple roles though"
52789,Base Distribution,Task,Task #48071: Navigate component,Closed,Could have,Expand search field when active,Aske Ertmann,"",2014-11-20 10:54,"","",2013-10-14,"","",0.00,0,2013-10-14 07:37,"","",1386900,0.00,When the search field becomes active it should expand to 100% width and hide the filter
52790,Base Distribution,Task,Task #48071: Navigate component,New,Should have,Prefix remaining dynatree classes (drag'n'drop),Aske Ertmann,"",2013-10-14 07:38,"","",2013-10-14,"","",0.00,0,2013-10-14 07:38,"","",1386950,"","Not all of the dynatree classes are configurable, these classes should be prefixed using grunt."
52791,Base Distribution,Task,Task #48071: Navigate component,Rejected,Could have,Make the node tree collapsible,Aske Ertmann,"",2014-11-20 10:50,"","",2013-10-14,"","",0.00,0,2013-10-14 07:38,"","",1387000,0.00,On smaller screens or if more space is wanted to the context structure tree it should be possible to use the full height for the navigate component like it's possible with the node tree
52792,Base Distribution,Task,Task #48071: Navigate component,Closed,Could have,Remember tree state,Aske Ertmann,Markus Goldbeck,2014-11-20 10:42,"",1.0 alpha 8,2013-10-14,"","",0.00,0,2013-10-14 07:39,"","",1387050,0.00,"The tree should remember which branches were opened/closed during the last time

This should be possible with dynatree's cookie functionality"
52793,Base Distribution,Task,Task #48071: Navigate component,Resolved,Should have,Make new position selectable like with paste position,Aske Ertmann,Aske Ertmann,2013-12-09 13:36,"","",2013-10-14,"","",0.00,100,2013-10-14 07:41,"","",1387100,"","It should be possible to select whether to create new content inside, before or after"
52794,Base Distribution,Task,Task #48071: Navigate component,Resolved,Should have,Sync context structure tree with node changes,Aske Ertmann,Mattias Nilsson,2013-11-12 14:35,"","",2013-10-14,"","",0.00,100,2013-10-14 07:42,"","",1387150,"","Whenever a content element is changed on the page the structure tree should be updated, could be position, new content or changes to existing content"
52795,Base Distribution,Task,Task #48071: Navigate component,Resolved,Should have,Expand parents if current page is nested below initial max depth,Aske Ertmann,Sebastian Kurfuerst,2013-11-12 06:36,"",1.0 alpha 8,2013-10-14,"","",0.00,100,2013-10-14 07:43,"","",1387200,"","If the current page is beneath the default max depth the current page won't be shown in the page tree, if the current page is not visible it should expand it's parents until visible (could also be done server side)"
52796,Base Distribution,Task,Task #48071: Navigate component,Closed,Should have,Only allow creation of allow subtypes of current node/parent node,Aske Ertmann,"",2014-11-20 10:42,"","",2013-10-14,"","",0.00,0,2013-10-14 07:46,"","",1387250,0.00,The creation of new nodes should be limited to the restriction set by the current node if creating into or for the parent node if creating before/after
52962,Base Distribution,Task,"",Resolved,Must have,Backend / workspace interface does not load when using subfolder of webroot,Marcin S?gol,"",2013-10-30 05:35,Administration,1.0 alpha 7,2013-10-18,"","",0.00,100,2013-10-18 11:14,"","",1395550,"","When testing NEOS (alpha6) without defined vhost but using some webroot subfolder (for example: domain.com/neos/Web) the backend interface to edit and manage page is not loaded after login - user is just redirected to domain.com/@user-foo.html when it should be for example domain.com/home@user-foo.html

There was also problem with redirection after login (when not using webroot as an installation place for NEOS) but this was already fixed in one of the latest patches."
53106,Base Distribution,Task,Task #48071: Navigate component,Resolved,Should have,Make the Expand Level of the tree configurable,Markus Goldbeck,Markus Goldbeck,2013-11-12 06:36,"",1.0 alpha 8,2013-10-24,"","",0.00,100,2013-10-24 14:49,"","",1402750,"",The expand Level of the tree is hardcoded right now. It should be configurable by a Settings.yaml
53257,Base Distribution,Task,"",Closed,Should have,Content Repository API,Bastian Waidelich,Bastian Waidelich,2014-12-16 05:38,Low Level,"",2013-10-31,"","",0.00,0,2013-10-31 13:35,"","",1410150,0.00,"We need a solid foundation for all kinds of interactions with the TYPO3 Content Repository in order to streamline client/server communication and provide open endpoints for 3rd parties.

Some measures towards a stable API I could imagine:


1. Encapsulate NodeDataRepository calls into a public service (e.g. ""NodeRepository"")

2. Merge functions with similar functionality

If you look at the list of ""lookup"" interactions below you can see that we do similar jobs multiple times. I would suggest following changes:

* Replace Workspace arguments by ContextInterface arguments (and provide some easy way to retrieve a context from a workspace if we see the need for it). This will also render arguments like ""$includeRemovedNodes"" obsolete.

* The service should only return NULL, NodeInterface or QueryResultInterface<NodeInterface> if possible (Until we rewrote the queries to use DQL we could create a NodeQueryResult that implements a subset of the QueryResultInterface)

3. Extend the Neos ""Node REST API"" so that it provides common operations (using the NodeRepository)

4. Replace existing client/server interactions (ExtDirect, possibly some Backend\*Controller) by interactions with the REST API"
53272,Base Distribution,Task,"",New,Could have,Animated icon when saving/publishing changes,Marcin S?gol,"",2013-11-01 13:33,Global User Interface,1.0 alpha 8,2013-11-01,"","",0.00,0,2013-11-01 13:33,"","",1410900,"","When user works on page and do some changes before they are applied he has to save and publish them. When button APPLY or PUBLISH is pressed the indicator shows text Saving ... prepanded with icon. I think it would be a good idea to make this icon animated like loader/preloader   so it suggest user that something happens in the background (changes are saved). Such visual way would be much better than simple text 'Saving ..'.

I'm interested what are your opinions."
53293,Base Distribution,Task,"",Resolved,Should have,Typo in Sites Management > New Site,Tim Eilers,"",2013-11-04 13:35,"","",2013-11-03,"","",0.00,100,2013-11-03 10:29,"","",1411950,"","When creating a new site in Sites Management it says:
<pre>
A valid package key should be in the form VendorName.MyPackageKey./span>
</pre>
Note the ""span"" at the end?
Or in HTML source code:
<pre>
<span class=""neos-help-block"">A valid package key should be in the form <em>VendorName.MyPackageKey</em>./span>
</pre>
Just a very little ""bug"", which could be fixed fast imho ;)"
53457,Base Distribution,Task,"",New,Must have,Editing in fullscreen mode doesn't work,Leon de Rijke,"",2013-11-08 10:18,"","",2013-11-08,"","",0.00,0,2013-11-08 10:18,"","",1420100,"","After adding an element in normal or wireframe mode, it isn't editable in fullscreen mode. In fullscreen mode the `contenteditable` attribute is false, in non-fullscreen mode it is true.

Steps to reproduce:
1. Add an element to a page
2. Switch to fullscreen mode
3. Try to edit the element"
53528,Base Distribution,Work Package,"",Accepted,Should have,First steps for localization support,Rens Admiraal,Rens Admiraal,2013-12-14 10:48,"","",2013-11-11,"","",0.00,0,2013-11-11 11:33,"","",1423650,"","h1. TYPO3 CR Localization

* Target Audience: all users of Neos
* Responsible: ""Rens Admiraal (click to contact)"":http://forge.typo3.org/users/3198
* Implemented by: Rens Admiraal, Henjo Hoeksma
* Amount: 10 work days
* Version: 1.1
* Planned Implementation Timeframe: November till December

h2. Motivation

Full localization support is planned for Neos 1.1. To prepare a smooth integration within time limits the already prepared technical concept should be implemented.

h2. Goal

Prepare Neos from the technical perspective so creating the UX concept is easier (because we can toy with the technical concept in practice) as a preparation on full localization support in Neos.


h2. Deliverables

* Localized nodes in TYPO3CR
* Localization fallback chain
* Relations between translated nodes and the original translation
* *could have* a basic user interface for managing relations between translations
* *won't have* the full localization UX concept as this still has to be defined
"
53866,Base Distribution,Work Package,"",Accepted,Should have,Release 1.0 Important Topics,Christian Müller,"",2013-11-22 07:34,"",1.x,2013-11-22,"",200.00,40.00,0,2013-11-22 07:01,"","",1440400,"","h2. Stabilisation

Improve the general stability of TYPO3 Neos for editors, integrators as well as for developers.

h2. TYPO3CR API refactoring

* Use DQL?
* Simplify public API (Introduce NodeRepository, Make NodeData(Repository) internal)

h2. User interface improvements

* ?View? component
* Improved error handling

h2. Webservice foundation

Make it possible for 3rd party tools to interact with TYPO3 Neos through a unified Webservice API.

* HTTP components
* REST Service for nodes, users, ?
* replace ExtJS dependency (ExtDirect => REST)


h2. Integration improvements

Make it easier and more flexible to create templates and custom Content Elements.

* simpler Content Element templates
* less auto-generated markup in frontend

h2. Performance

Speed up the rendering of Frontend and Backend.

* Eliminate bottlenecks
* Runtime caches

h2. Security audit

Eliminate security flaws and make it easier for developers and integrators to write secure code

* Evaluate policies
* Search for security flaws
* Document how to securely integrate Plugins/Custom elements

h2. Documentation

Setup good documentation for beginners up to more advanced information and a reference for relevant parts.

* Developer guide
* Integrator guide / cookbook
"
53911,Base Distribution,Task,"",Resolved,Must have,NEOS Beta 1 Backend Behaviour,Renzo Bauen,"",2013-11-29 04:26,"","",2013-11-24,"","",0.00,100,2013-11-24 10:39,"","",1442650,"","Accessing the lefthand Menu in NEOS Beta 1 Backend is not possible.
If i hover over the Menu button, the menu slides in. But if the mouse leaves the region of the menu button, the Menu itself slides out. So it is not possible to click on one of the Menus.

If i click on ""Workspaces"" at the top right dropdown menu (right of the ""publish""-button) then i am redirected to the Page Management>Workspaces. The only way to go back is to click on the lefthand menu and choose ""content"". But as the menu behaves here exactly the same way as described above, i never cache this menu-item.

I have this environment:
Linux Mint 13 Maya with the latest updates.
Firefox 25.0
Apache 2.2.22 (Ubuntu)
PHP 5.3.10, Zend Engine 2.3.0 and Xdebug 2.2.3
MySQL 5.5.34 (Ubuntu)

"
54040,Base Distribution,Task,"",Needs Feedback,Should have,Aloha: filter <br /> tags from headline elements,Rens Admiraal,"",2013-12-07 14:01,"","",2013-11-28,"","",0.00,0,2013-11-28 12:20,"","",1449050,"","Currently it's possible to use a <br /> tag in the headline element bij pressing shift + enter, this should be prevented."
54080,Base Distribution,Task,Task #48071: Navigate component,Resolved,Must have,As a content editor I want to be able to move pages,Bastian Waidelich,Bastian Waidelich,2013-12-20 11:36,Content Repository,"",2013-11-29,"","",0.00,100,2013-11-29 08:30,"","",2956600,"","Moving/renaming document nodes currently has some weird side-effects:

h1. Moving a page that is not selected

*Expected:* The navigate component should be reloaded, the current page should still be selected
*Actual:* The current page stays selected as expected, but it's not possible to navigate to the moved page, Browser refresh required

!01_move_other_page.png!

h1. Moving the currently selected page

*Expected:* The navigate component should be reloaded, the moved page should be selected
*Actual:* The current page stays selected but with the old node path leading to ""tree load errors. Browser refresh leads to 404. Navigation to ""/neos"" required
!02_move_selected_page.png!

h1. Renaming a page

*Expected:* The navigate component should be reloaded, the renamed page should be selected
*Actual:* The current page stays selected but with the old node path and name, Browser refresh required

see #53610

!03_rename_a_page.png!

h1. Moving a page creating a tree conflict

*Expected:* A.) It should not be possible to move the page B.) A ""human readable"" error should be shown, refreshing the navigate component with the previous state
*Actual:* An ExtDirect error is displayed, navigate component ""dies"" with a loading animation. Browser refresh required

!04_tree_conflict.png!

h1. Renaming a page creating an irreversible tree conflict

*Expected:* A.) It should not be possible to rename the page to an existing node name B.) A ""human readable"" error should be shown, restoring the previous state
*Actual:* The navigate component selects the other page with the same node name, publishing leads to an invalid CR state that can only be solved by fixing the db directly!

!05_break_CR.png!




h1. Measures

We should start with behat tests covering all common tree interactions (moveAfter, moveIn, moveBefore, rename) with and without publishing"
54273,Base Distribution,Task,"",Resolved,Should have,Aloha: Make it possible to configure options via YAML,Bastian Waidelich,Adrian Föder,2013-12-10 11:36,Content Editing,1.0,2013-12-07,"","",0.00,100,2013-12-07 14:19,"","",1460200,"","It should be possible to define what formatting options are available (per NodeType).
Currently we can add new options e.g.
<pre>
'TYPO3.Neos.NodeTypes:Headline':
  properties:
    title:
      ui:
        aloha:
          format: ['h4']
</pre>

But we can't remove existing options.
We should turn the array into a map, so instead of:
<pre>
format: ['b', 'i', 'u', 'sub', 'sup', 'p', 'h1', 'h2', 'h3', 'pre', 'removeFormat']
</pre>
something like
<pre>
format:
  'b': TRUE,
  'i': TRUE, 
...
</pre>"
54331,Base Distribution,Task,"",Resolved,Must have,Menu.html - Empty Menu because auf missing letter,Johannes Pichler,"",2013-12-13 04:40,Content Rendering,1.0,2013-12-11,"","",0.00,100,2013-12-11 06:16,"","",1463100,"","Menu.html rendered empty
<pre>
TYPO3.Neos/Resources/Private/Templates/TypoScriptObjects/Menu.html
</pre>

By kickstarting a new site via flow, in the created Site-Package in Root.ts2 there is the menu set via menu = Menu without any template resource given. therefore the default will be used, wich is located in TYPO3.Neos ... Templates/TypoScriptObjects/Menu.html

Here is a variable mistake on line 4:

Now there is: 
<pre>
<f:render section=""itemsList"" arguments=""{item: item}"" />
</pre>

But it should be:
<pre>
<f:render section=""itemsList"" arguments=""{items: items}"" />
</pre>

Difference is missing character s:  {items: items} -> {items: items}

otherwise the generated menu is always empty."
54475,Base Distribution,Task,"",New,Should have,Wrong redirection when logging out after change of site's state,Barcasal Lucius,"",2013-12-17 06:39,"","",2013-12-17,"","",0.00,0,2013-12-17 06:39,"","",1470200,"","This error can be reproduced when you have one site and create another one, changing the current site's state and logging out.

This produces a wrong URI redirection and when you try to log back in, you are still redirected to a wrong URI.
The only way to log back in is to change the URI manually."
54829,Base Distribution,Task,"",New,Should have,Text with Image Alignment Options,Jan no-lastname-given,"",2014-01-08 06:25,Content Editing,1.x,2014-01-08,"","",0.00,0,2014-01-08 06:25,"","",1487700,"","It would be nice to have the same Option for Image Alignment like TYPO3 6.1

Above, center
Above, right
Above, left
Below, center
Below, right
Below, left
In text, right
In text, left

Beside Text, Right
Beside Text, Left

I houpe here is the right place for the request :)"
54881,Base Distribution,Story,"",New,Must have,Sortable table columns in Neos backend modules,Vladimir B,"",2014-01-09 10:25,"","",2014-01-09,"","",0.00,0,2014-01-09 10:25,"","",2957250,"","As a developer, I would like to have integrated support for sortable columns (and paging) for Neos backend modules - integrated or custom."
54976,Base Distribution,Task,"",New,Should have,neos:contentElement.editable adds additional div in live,Stefan Froemken,"",2014-01-14 05:02,Content Editing,"",2014-01-14,"","",0.00,0,2014-01-14 05:02,"","",1494850,"","Hello Neos-Team,

while our session we found out that neos:contentElement.editable returns an additional <div>-Tag in LIVE workspace.

TYPO3\Neos\ViewHelpers\ContentElement\EditableViewHelper

Set row 73-75 to:

<pre>
if ($contentContext->getWorkspaceName() === 'live' || !$this->accessDecisionManager->hasAccessToResource('TYPO3_Neos_Backend_GeneralAccess')) {
	return $content;
}
</pre>

Stefan"
55010,Base Distribution,Task,"",New,Should have,Wrong CSS-Styling in Installer,Daniel Felix,"",2014-01-15 04:55,Setup,"",2014-01-15,"","",0.00,0,2014-01-15 04:55,"","",1496500,"","Hi there,

TYPO3 NEOS Installer has a wrong stylin for the database select box. 

On Chrome (latest) on Windwos 8.1 the default stylesheet displays color:white on a white background which results in a empty select box which is only visible on hover.

Adding option{ color:#000 } corrects this behaviour.

Best regards,
Daniel"
55313,Base Distribution,Task,"",New,Must have,Backend routing failure with similar site names,Bernhard Schmitt,"",2014-01-24 12:17,"","",2014-01-24,"","",0.00,0,2014-01-24 12:17,"","",1511000,"","So I set up two sites, one named ""ghulbus"" and another one named ""ghulbus-blackmoore"". When logging into the former one's backend, Neos redirects me to http://ghulbus.eu/-blackmoore@user-[username].html instead of http://ghulbus.eu/@user-[username].html

Seems like a routing issue to me since the node paths are similar (/sites/ghulbus vs /sites/ghulbus-blackmoore)"
55374,Base Distribution,Task,Task #48071: Navigate component,Closed,Should have,Context structure tree should automatically select newly inserted/pasted elements,Aske Ertmann,"",2014-11-20 10:53,"","",2014-01-27,"","",0.00,0,2014-01-27 15:46,"","",1514000,0.00,When inserting new nodes into the context structure tree they should automatically be selected as the selected node so the page position is navigated to it and the inspector is updated for the convenience of the editor.
55376,Base Distribution,Task,Task #48071: Navigate component,Closed,Should have,Collapsible node tree,Aske Ertmann,"",2014-11-20 10:52,"","",2014-01-27,"","",0.00,0,2014-01-27 15:46,"","",1514100,0.00,The node tree should be collapsible in order to make more room for the context structure tree in cases of pages with lots of content
55705,Base Distribution,Task,"",Closed,Should have,Inspector Config type boolean with default TRUE has no effect,Carsten Bleicker,"",2014-06-25 13:10,"","",2014-02-05,"","",0.00,0,2014-02-05 14:07,"","",1529950,"","_hiddenInIndex:
   type: boolean
   defaultValue: TRUE

I would expect that the checkbox is enabled. But it isnt."
55708,Base Distribution,Task,"",New,Should have,reloadIfChanged: TRUE has no effect on dateTime properties,Carsten Bleicker,"",2014-02-05 15:33,"","",2014-02-05,"","",0.00,0,2014-02-05 15:33,"","",1530100,"","Inspectorfield configuration of dateTime field with does not respect configuration:
reloadIfChanged: TRUE

I would expect a reload. But there is none."
55813,Base Distribution,Epic,"",Closed,Should have,Access Control Lists,Bastian Waidelich,"",2014-03-24 13:37,"","",2014-02-09,"","",0.00,100,2014-02-09 10:52,"","",1535350,0.00,This is a container for all *permission* / *access control* related Neos issues
55814,Base Distribution,Story,Epic #55813: Access Control Lists,Closed,Should have,Access restriction for modules,Bastian Waidelich,"",2014-03-24 12:59,"","",2014-02-09,"","",0.00,0,2014-02-09 10:53,"","",2958500,"","Currently it's possible to bind a Neos module to a resource via Settings.yaml:
<pre>
<code class=""yaml"">
TYPO3:
  Neos:
    modules:
      management:
        label: 'Management'
        # ...
        resource: 'TYPO3_Neos_Backend_Module_Management'
        submodules:
          workspaces:
            label: 'Workspaces'
            # ...
            resource: 'TYPO3_Neos_Backend_Module_Management_Workspaces'
</code>
</pre>

This already allows the integrator to hide modules from certain roles. But the current implementation lacks some features:

* The access restriction is not configurable over the browser
* Only the complete module can be bound to resources, a more fine-grained ACL would be useful (e.g. allow role x to view the user module but only to manage roles y and z).


h2. TYPO3 CMS

In TYPO3 CMS the access control for modules is quite basic:

!ACL_Modules.png!

+ Easy to use
- Not fine grained (only complete modules can be included/excluded)
- The parent module has to be included manually (allowing only ""Web>Page"" does not work, ""Web"" needs to be included as well)"
55816,Base Distribution,Story,Epic #55813: Access Control Lists,Closed,Should have,Access control for node properties,Bastian Waidelich,"",2014-03-24 13:24,"","",2014-02-09,"","",0.00,0,2014-02-09 10:55,"","",2958550,"","It's currently not possible to restrict access to certain properties of nodes.

h2. TYPO3 CMS

In TYPO3 CMS all fields of all DB tables (that have the ""excludefields""-flag set) can be explicitly enabled for groups:

!ACL_Allowed_excludefields.png!

+ Very flexible
- low-level, hard to get right due to dependencies (e.g. property x needs property y to be whitelisted)

(to be continued)"
55817,Base Distribution,Story,Epic #55813: Access Control Lists,Closed,Should have,Access control for files,Bastian Waidelich,"",2014-03-24 13:25,"","",2014-02-09,"","",0.00,0,2014-02-09 10:56,"","",2958600,"","It's currently not possible to restrict access to certain files/assets.

h2. TYPO3 CMS

In TYPO3 CMS file access can be controlled via the ""File Mounts"" options:

!ACL_Filemounts_01.png!

!ACL_Filemounts_02.png!

+ Easy to use
- Inflexible (only based on the file path, not type for example)

(to be continued)"
55818,Base Distribution,Story,Epic #55813: Access Control Lists,Closed,Should have,Configurable NodeType constraints,Bastian Waidelich,Rens Admiraal,2014-03-24 13:36,"","",2014-02-09,"","",0.00,0,2014-02-09 10:57,"","",2958650,"","It's currently not possible to restrict NodeTypes other than enabling/disabling them globally

h2. TYPO3 CMS

In TYPO3 CMS page and content type permissions are configured separately:

!ACL_Page_types.png!

!ACL_Content_types.png!

- Blacklist for content types (everything else is configured with whitelists)
- Very basic, it's not possible to define more complex rules (e.g. constraints)

(to be continued)"
55839,Base Distribution,Task,"",New,Should have,Pagetree does not handle deletings of other user,Carsten Bleicker,"",2014-02-10 07:46,"","",2014-02-10,"","",0.00,0,2014-02-10 07:46,"","",1536400,"","Scenario:

1. A Deletes page ""Foo"".
2. User B enters Backend, sees Page ""Foo""
3. User A publishing the deleted page
4. User B clicks on Page ""Foo"" to edit and runs into a never ending spinning loading wheel.

The page does not exists anymore but its not handled by js loading.

"
55840,Base Distribution,Task,"",New,Should have,Binding of Title in Pagetree and Inspector,Carsten Bleicker,"",2014-02-10 07:51,"","",2014-02-10,"","",0.00,0,2014-02-10 07:51,"","",1536450,"","Reproduce like this:

1. Select page in tree
2. Edit title in inspector and apply changes. The title in pagetree changes too.
3. Edit title again and apply changes: The title doesnt get chaged in pagetree.

Binding pagetree::title and inspector::title seems to be broken after first change."
55841,Base Distribution,Task,"",New,Should have,New Page does not change publication state buttons,Carsten Bleicker,Steffen Frosch,2014-10-04 10:31,"","",2014-02-10,"","",0.00,0,2014-02-10 08:05,"","",1536500,"","Reproduce like this:

1. Create new page

Expected: Publishing button receives no Orange State and no infos about new things to be published.

Publishing state is correct if you reload the whole neos backend."
